image_name,Type_1,Type_2,Type_3
11233.jpg,0.1334719955921173,0.8200069069862366,0.046487487852573395
11017.jpg,0.5831724405288696,0.39110249280929565,0.0257253497838974
12671.jpg,0.26974353194236755,0.7013155221939087,0.02892257645726204
10176.jpg,0.3555484414100647,0.633181095123291,0.011269591748714447
10992.jpg,0.08329761028289795,0.3815070688724518,0.5348960757255554
61.jpg,0.3207520544528961,0.6436971426010132,0.03554702550172806
10150.jpg,0.24219071865081787,0.597273051738739,0.16051258146762848
12580.jpg,0.3120577335357666,0.5285388231277466,0.15908676385879517
10806.jpg,0.3878680169582367,0.5524325966835022,0.05969960242509842
13310.jpg,0.14992313086986542,0.5810734033584595,0.26883363723754883
12013.jpg,0.13006927073001862,0.8391950726509094,0.030733473598957062
62.jpg,0.057782821357250214,0.46877729892730713,0.47327062487602234
12646.jpg,0.4967194199562073,0.47609221935272217,0.027189064770936966
13306.jpg,0.1660311222076416,0.7531181573867798,0.08078734576702118
356.jpg,0.522520124912262,0.46913328766822815,0.008345922455191612
12977.jpg,0.0887182354927063,0.3980294167995453,0.5130258798599243
11872.jpg,0.07570033520460129,0.5211486220359802,0.40293407440185547
11480.jpg,0.05695087090134621,0.34176358580589294,0.6011228561401367
12428.jpg,0.09902256727218628,0.43748801946640015,0.4633861184120178
11879.jpg,0.10188613831996918,0.6952223181724548,0.20271100103855133
12737.jpg,0.14922018349170685,0.768139123916626,0.08260801434516907
348.jpg,0.049625564366579056,0.35914820432662964,0.5909680128097534
13491.jpg,0.4854258596897125,0.5022593140602112,0.01231395360082388
110.jpg,0.16156166791915894,0.7793372273445129,0.05906730517745018
13249.jpg,0.19980745017528534,0.7728167176246643,0.027354085817933083
12107.jpg,0.3695193827152252,0.6137352585792542,0.016735894605517387
10525.jpg,0.03702628239989281,0.38185977935791016,0.580994725227356
11275.jpg,0.1665501892566681,0.7036093473434448,0.129794180393219
13283.jpg,0.3076580762863159,0.6401439905166626,0.052126068621873856
10428.jpg,0.06666910648345947,0.4351399540901184,0.49796590209007263
12546.jpg,0.16363002359867096,0.6671512722969055,0.1688995659351349
12489.jpg,0.45725563168525696,0.5355984568595886,0.007145702373236418
10112.jpg,0.03416278585791588,0.3090059757232666,0.6566840410232544
10540.jpg,0.03448780998587608,0.4535423517227173,0.5117866396903992
483.jpg,0.32797226309776306,0.6065121293067932,0.06551580131053925
12087.jpg,0.21055282652378082,0.6214235424995422,0.16797591745853424
11309.jpg,0.08402197062969208,0.6576548218727112,0.2580581307411194
10183.jpg,0.056872934103012085,0.4776521325111389,0.4653865694999695
12918.jpg,0.39912527799606323,0.5120893120765686,0.08878382295370102
13268.jpg,0.05688172206282616,0.3789600133895874,0.5640416741371155
12522.jpg,0.25916746258735657,0.5688760876655579,0.1718919724225998
11813.jpg,0.04893345385789871,0.5175962448120117,0.4332529902458191
12396.jpg,0.09428384155035019,0.5173376202583313,0.388162225484848
10015.jpg,0.06079688295722008,0.35873401165008545,0.5803307294845581
12436.jpg,0.1086488589644432,0.6021705269813538,0.28902021050453186
12619.jpg,0.4844583570957184,0.5028805136680603,0.012660451233386993
11110.jpg,0.18610572814941406,0.716166079044342,0.09771735966205597
12970.jpg,0.2207898646593094,0.7542480826377869,0.024959132075309753
13383.jpg,0.17105405032634735,0.7238758206367493,0.10499130934476852
10744.jpg,0.06878567487001419,0.3784107267856598,0.5526296496391296
11193.jpg,0.06724084913730621,0.3651798665523529,0.5674829483032227
10708.jpg,0.18462926149368286,0.7310869097709656,0.08423884212970734
12597.jpg,0.0458584725856781,0.2515639066696167,0.7024514675140381
10439.jpg,0.07264383882284164,0.5999464988708496,0.32724055647850037
11508.jpg,0.0401637889444828,0.40624192357063293,0.5533616542816162
261.jpg,0.30762049555778503,0.6857820153236389,0.006597982253879309
10267.jpg,0.19936127960681915,0.7804245352745056,0.02021065168082714
13031.jpg,0.2776634693145752,0.7092955708503723,0.013041175901889801
11615.jpg,0.055534813553094864,0.42038318514823914,0.5237789154052734
337.jpg,0.0787784531712532,0.5459814667701721,0.374942421913147
10047.jpg,0.47396937012672424,0.507946252822876,0.018084172159433365
10216.jpg,0.17749832570552826,0.587165355682373,0.2351975440979004
11694.jpg,0.15133216977119446,0.7426791787147522,0.10591795295476913
12277.jpg,0.31993454694747925,0.6616836786270142,0.018372073769569397
11238.jpg,0.07171286642551422,0.4327525198459625,0.4953022003173828
12036.jpg,0.5035984516143799,0.44966021180152893,0.0467415489256382
10082.jpg,0.2941848337650299,0.6322289109230042,0.07358627021312714
12577.jpg,0.29975491762161255,0.6227465271949768,0.0774981826543808
10266.jpg,0.17306707799434662,0.7695410251617432,0.05735158175230026
11282.jpg,0.19852761924266815,0.7115218043327332,0.08993101865053177
11401.jpg,0.05793909355998039,0.2535316050052643,0.6884057521820068
10165.jpg,0.03906400874257088,0.2953914701938629,0.6653252243995667
11101.jpg,0.03207876905798912,0.16742415726184845,0.8004311323165894
10778.jpg,0.15260754525661469,0.38428404927253723,0.4627876877784729
10939.jpg,0.2544074058532715,0.7189539670944214,0.026622170582413673
12301.jpg,0.07961893826723099,0.7781757116317749,0.14214254915714264
292.jpg,0.196295365691185,0.7017470598220825,0.10185952484607697
11779.jpg,0.47361332178115845,0.5138053894042969,0.012581732124090195
13168.jpg,0.33812451362609863,0.5077902674674988,0.15408414602279663
179.jpg,0.323284387588501,0.6526464819908142,0.02406824380159378
374.jpg,0.09704175591468811,0.4048974812030792,0.4978638291358948
12328.jpg,0.31084203720092773,0.6177259087562561,0.07142490148544312
10668.jpg,0.2164543867111206,0.5020228028297424,0.2812115252017975
12238.jpg,0.041106995195150375,0.3702527582645416,0.5884614586830139
10089.jpg,0.09203671663999557,0.798640787601471,0.10925660282373428
12944.jpg,0.05687710642814636,0.318652868270874,0.6243378520011902
10636.jpg,0.10095395147800446,0.8265628218650818,0.07243402302265167
11545.jpg,0.08350130915641785,0.5217363834381104,0.3945471942424774
284.jpg,0.0345703661441803,0.29979434609413147,0.665389895439148
11232.jpg,0.10922440886497498,0.6839761137962341,0.206663578748703
13405.jpg,0.27352088689804077,0.6970520615577698,0.02942422218620777
10631.jpg,0.05147438123822212,0.3845891058444977,0.5637378692626953
10201.jpg,0.1259394884109497,0.8375576138496399,0.03646162897348404
13286.jpg,0.14061897993087769,0.6984601020812988,0.1608685851097107
13331.jpg,0.18088597059249878,0.766574501991272,0.05253519490361214
11851.jpg,0.14453981816768646,0.7676953673362732,0.08767702430486679
10923.jpg,0.2747155725955963,0.6855937242507935,0.039689697325229645
12657.jpg,0.32499197125434875,0.6543091535568237,0.02069263532757759
10351.jpg,0.11938001960515976,0.7535406351089478,0.1270015835762024
11155.jpg,0.10743816941976547,0.43352416157722473,0.45889776945114136
12233.jpg,0.43545258045196533,0.5387520790100098,0.025794923305511475
10001.jpg,0.11661535501480103,0.6377133727073669,0.24557405710220337
11847.jpg,0.23050151765346527,0.6689524054527283,0.10051032155752182
11908.jpg,0.1550549864768982,0.6945027112960815,0.1502958983182907
11377.jpg,0.13688305020332336,0.4409768879413605,0.42199471592903137
11594.jpg,0.09003064781427383,0.47857731580734253,0.4312068223953247
10597.jpg,0.029721278697252274,0.3090375065803528,0.661044716835022
12222.jpg,0.03343409672379494,0.4561006426811218,0.5102612376213074
10296.jpg,0.2721501886844635,0.7069090604782104,0.020935537293553352
11364.jpg,0.36024898290634155,0.611202597618103,0.028543829917907715
131.jpg,0.06723956763744354,0.3369781970977783,0.5956979393959045
10644.jpg,0.21356424689292908,0.7731115818023682,0.0133183803409338
11720.jpg,0.1564740538597107,0.6188739538192749,0.22435879707336426
299.jpg,0.2757282257080078,0.6512773633003235,0.07296760380268097
10471.jpg,0.04492763802409172,0.4118887484073639,0.5430086851119995
10470.jpg,0.12389252334833145,0.43977871537208557,0.43632635474205017
11494.jpg,0.052009373903274536,0.3842756450176239,0.5635056495666504
13320.jpg,0.04935051128268242,0.38697943091392517,0.5634003281593323
10709.jpg,0.14309871196746826,0.7710190415382385,0.08586312085390091
10369.jpg,0.14516282081604004,0.4379142224788666,0.4168429374694824
12173.jpg,0.3167268931865692,0.6022825241088867,0.08098999410867691
11792.jpg,0.09862089902162552,0.5416044592857361,0.3596101999282837
12208.jpg,0.035897064954042435,0.23114298284053802,0.732890784740448
10785.jpg,0.14453953504562378,0.7643173933029175,0.09112778306007385
232.jpg,0.6422573328018188,0.34926119446754456,0.008482187986373901
10901.jpg,0.03399810194969177,0.40282151103019714,0.5629910230636597
13051.jpg,0.13447612524032593,0.6234394311904907,0.24205724895000458
509.jpg,0.08087383210659027,0.42067715525627136,0.4983060359954834
11373.jpg,0.190043106675148,0.5892358422279358,0.22068946063518524
13281.jpg,0.043254971504211426,0.3577937185764313,0.5987073183059692
12613.jpg,0.11873804032802582,0.7868396043777466,0.0943966656923294
10857.jpg,0.10938838124275208,0.6623396277427673,0.22817029058933258
121.jpg,0.05135141313076019,0.4286123812198639,0.5198847651481628
11567.jpg,0.24818770587444305,0.7071692943572998,0.04462305083870888
11864.jpg,0.18737836182117462,0.5329585671424866,0.27945026755332947
12182.jpg,0.0839964970946312,0.8045961260795593,0.11135891824960709
10907.jpg,0.08318837732076645,0.5436947345733643,0.3727807104587555
177.jpg,0.3405802249908447,0.6388973593711853,0.0205185879021883
10967.jpg,0.3360818028450012,0.5917530655860901,0.07216078042984009
12822.jpg,0.23676317930221558,0.5796321630477905,0.1834869086742401
10569.jpg,0.17603038251399994,0.7793238162994385,0.0446307547390461
11874.jpg,0.06190601736307144,0.36136385798454285,0.5765075087547302
42.jpg,0.06476196646690369,0.48336416482925415,0.45163458585739136
12300.jpg,0.31351494789123535,0.6593844294548035,0.027098307386040688
212.jpg,0.15637962520122528,0.7671976089477539,0.07635374367237091
11887.jpg,0.06122354790568352,0.4532993733882904,0.48524948954582214
11149.jpg,0.0595787912607193,0.35962358117103577,0.5806081295013428
12037.jpg,0.14436817169189453,0.8105385899543762,0.045080557465553284
12578.jpg,0.06293687224388123,0.30677443742752075,0.6301052570343018
10889.jpg,0.07116958498954773,0.4867832064628601,0.44193845987319946
12032.jpg,0.12883484363555908,0.7335809469223022,0.13746899366378784
11878.jpg,0.41528037190437317,0.5622248649597168,0.022493885830044746
12728.jpg,0.08017157763242722,0.35445722937583923,0.5651800036430359
12204.jpg,0.11244014650583267,0.8303552269935608,0.057144664227962494
10780.jpg,0.1045597493648529,0.5946007966995239,0.3006487190723419
11734.jpg,0.37535208463668823,0.6050527691841125,0.01959247887134552
12234.jpg,0.18342041969299316,0.774363100528717,0.042199332267045975
11721.jpg,0.1124471127986908,0.5862063765525818,0.30114254355430603
13077.jpg,0.3963373899459839,0.5814952850341797,0.02216278947889805
12392.jpg,0.08119121193885803,0.6962189674377441,0.22241801023483276
10788.jpg,0.11340223997831345,0.7254141569137573,0.16114436089992523
13042.jpg,0.3876047134399414,0.5814708471298218,0.0309238713234663
